2008-W03,Kyrgyzstan,,3
2008-W03,Viet Nam,,32
2008-W04,Croatia,,19
2008-W04,Israel,,25
2008-W04,Serbia,,12
2008-W04,Cameroon,,0
2008-W04,Belarus,,0
2008-W04,Luxembourg,,64
2008-W04,Ghana,0,0
2008-W04,Philippines,,14
2008-W04,Pakistan,0,0
2008-W04,Sri Lanka,,0
2008-W04,Honduras,,0
2008-W04,Germany,,21
2008-W04,Czech Republic,,19
2008-W04,Kazakhstan,,1
2008-W04,Estonia,,7
2008-W04,Egypt,,3
2008-W04,Finland,,32
2008-W04,Iceland,,1
2008-W04,Jamaica,0,3
2008-W04,Madagascar,,12
2008-W04,French Guiana,,3
2008-W04,Poland,,7
2008-W04,Spain,,92
2008-W04,United Kingdom,,39
2008-W04,South Africa,,1
2008-W04,Bulgaria,,2
2008-W04,Guadeloupe,,7
2008-W04,Australia,,1
2008-W04,Iran (Islamic Republic of),,1
2008-W04,Colombia,,1
2008-W04,Russian Federation,,13
2008-W04,Uganda,,1
2008-W04,Morocco,,3
2008-W04,Switzerland,,29
2008-W04,Portugal,,13
2008-W04,Peru,,0
2008-W04,Ukraine,0,0
2008-W04,Senegal,,0
2008-W04,Kyrgyzstan,,4
2008-W04,Mexico,,16
2008-W04,Romania,,117
2008-W04,Chile,,3
2008-W04,China,,186
2008-W04,Panama,,0
2008-W04,Latvia,,70
2008-W04,Singapore,,30
2008-W04,Brazil,,0
2008-W04,France,,153
2008-W04,Greece,,31
2008-W04,Dominican Republic,,0
2008-W04,Republic of Korea,,222
2008-W04,New Caledonia,,0
2008-W04,El Salvador,,0
2008-W04,United States of America,,2155
2008-W04,Canada,,351
2008-W04,Argentina,,0
2008-W04,Malaysia,0,10
2008-W04,Mongolia,,13
2008-W04,Sweden,,59
2008-W04,Cambodia,0,0
2008-W04,Thailand,,53
2008-W04,Tunisia,,3
2008-W04,Paraguay,,0
2008-W04,Belgium,,0
2008-W04,Slovenia,,59
2008-W04,Costa Rica,,0
2008-W04,Japan,,455
2008-W04,Martinique,,3
2008-W04,Viet Nam,,28
2008-W04,Denmark,,11
2008-W04,Italy,,33
2008-W04,India,,1
2008-W04,Norway,,69
2008-W04,Kenya,,11
2008-W05,Sweden,,68
2008-W05,Croatia,,19
2008-W05,Greece,,30
2008-W05,Cameroon,,0
2008-W05,Belarus,,0
2008-W05,Martinique,,1
2008-W05,Ghana,0,0
2008-W05,Sri Lanka,,0
2008-W05,Luxembourg,,55
2008-W05,Uganda,,0
2008-W05,Denmark,,10
2008-W05,Chile,,2
2008-W05,Honduras,,0
2008-W05,China,,136
2008-W05,Peru,,1
2008-W05,Kazakhstan,,1
2008-W05,United Kingdom,,40
2008-W05,United States of America,,3818
2008-W05,Republic of Korea,,318
2008-W05,Egypt,,0
2008-W05,Iceland,,5
2008-W05,Madagascar,,11
2008-W05,French Guiana,,3
2008-W05,India,,0
2008-W05,Canada,,508
2008-W05,Tunisia,,4
2008-W05,Slovenia,,44
2008-W05,Israel,,37
2008-W05,Czech Republic,,29
2008-W05,Australia,,1
2008-W05,Latvia,,68
2008-W05,Russian Federation,,23
2008-W05,Thailand,,71
2008-W05,Kenya,,17
2008-W05,Pakistan,0,1
2008-W05,Ukraine,0,5
2008-W05,Philippines,,12
2008-W05,Brazil,,2
2008-W05,Poland,,8
2008-W05,Senegal,,0
2008-W05,Colombia,,0
2008-W05,Guadeloupe,,14
2008-W05,Malaysia,0,7
2008-W05,Estonia,,23
2008-W05,Morocco,,1
2008-W05,Germany,,41
2008-W05,South Africa,,0
2008-W05,Panama,,0
2008-W05,Romania,,79
2008-W05,Dominican Republic,,0
2008-W05,Bulgaria,,4
2008-W05,Singapore,,22
2008-W05,New Caledonia,,0
2008-W05,Switzerland,,26
2008-W05,El Salvador,,0
2008-W05,Portugal,,17
2008-W05,France,,182
2008-W05,Mongolia,,23
2008-W05,Argentina,,0
2008-W05,Italy,,40
2008-W05,Belgium,,91
2008-W05,Cambodia,0,0
2008-W05,Iran (Islamic Republic of),,2
2008-W05,Japan,,391
2008-W05,Serbia,,10
2008-W05,Spain,,4
2008-W05,Paraguay,,0
2008-W05,Mexico,,5
2008-W05,Norway,,76
2008-W05,Finland,,28
2008-W05,Costa Rica,,0
2008-W05,Kyrgyzstan,,7
2008-W05,Jamaica,0,0
2008-W06,Canada,,477
2008-W06,Serbia,,12
2008-W06,Singapore,,20
2008-W06,Finland,,15
2008-W06,Belarus,,0
2008-W06,Sri Lanka,,0
2008-W06,Ghana,0,0
2008-W06,Philippines,,14
2008-W06,China,,46
2008-W06,Estonia,,21
2008-W06,Honduras,,0
2008-W06,Pakistan,0,0
2008-W06,Peru,,10
2008-W06,Israel,,39
2008-W06,Thailand,,32
2008-W06,Uganda,,0
2008-W06,Denmark,,9
2008-W06,Spain,,2
2008-W06,Portugal,,19
2008-W06,Egypt,,0
2008-W06,United States of America,,4733
2008-W06,Luxembourg,,47
2008-W06,Czech Republic,,17
2008-W06,Norway,,109
2008-W06,Poland,,2
2008-W06,United Kingdom,,46
2008-W06,Switzerland,,18
2008-W06,Belgium,,83
2008-W06,Australia,,1
2008-W06,Romania,,68
2008-W06,Republic of Korea,,245
2008-W06,India,,4
2008-W06,Ukraine,0,0
2008-W06,Viet Nam,,1
2008-W06,Senegal,,0
2008-W06,Iran (Islamic Republic of),,0
2008-W06,Colombia,,0
2008-W06,Bulgaria,,0
2008-W06,Japan,,299
2008-W06,Morocco,,1
2008-W06,South Africa,,0
2008-W06,Italy,,14
2008-W06,Sweden,,98
2008-W06,France,,178
2008-W06,Panama,,0
2008-W06,Kazakhstan,,2
2008-W06,Brazil,,0
2008-W06,Kyrgyzstan,,5
2008-W06,Croatia,,18
2008-W06,Dominican Republic,,0
2008-W06,Greece,,26
2008-W06,Madagascar,,6
2008-W06,New Caledonia,,0
2008-W06,El Salvador,,0
2008-W06,Chile,,1
2008-W06,Cameroon,,1
2008-W06,Argentina,,0
2008-W06,Malaysia,0,10
2008-W06,Mongolia,,13
2008-W06,Guadeloupe,,5
2008-W06,Iceland,,2
2008-W06,Cambodia,0,0
2008-W06,Slovenia,,16
2008-W06,Paraguay,,0
2008-W06,Kenya,,21
2008-W06,Russian Federation,,65
2008-W06,Jamaica,0,1
2008-W06,Tunisia,,7
2008-W06,Costa Rica,,0
2008-W06,Germany,,44
2008-W06,Latvia,,71
2008-W06,Mexico,,4
2008-W07,Republic of Korea,,461
2008-W07,Tunisia,,11
2008-W07,United States of America,,4743
2008-W07,Sri Lanka,,0
2008-W07,Ghana,0,0
2008-W07,Uganda,,0
2008-W07,Guadeloupe,,3
2008-W07,Honduras,,0
2008-W07,Japan,,192
2008-W07,Finland,,20
2008-W07,Norway,,111
2008-W07,Singapore,,31
2008-W07,Kazakhstan,,1
2008-W07,Egypt,,0
2008-W07,French Guiana,,2
2008-W07,Romania,,30
2008-W07,Morocco,,0
2008-W07,Malaysia,0,43
2008-W07,Israel,,45
2008-W07,Chile,,0
2008-W07,Pakistan,0,1
2008-W07,Thailand,,38
2008-W07,Germany,,57
2008-W07,China,,183
2008-W07,India,,4
2008-W07,Brazil,,2
2008-W07,Russian Federation,,45
2008-W07,Ukraine,0,0
2008-W07,Senegal,,0
2008-W07,Switzerland,,13
2008-W07,Mongolia,,27
2008-W07,Colombia,,0
2008-W07,Portugal,,8
2008-W07,Bulgaria,,0
2008-W07,Croatia,,11
2008-W07,Denmark,,3
2008-W07,Philippines,,15
2008-W07,South Africa,,0
2008-W07,Slovenia,,10
2008-W07,Greece,,13
2008-W07,United Kingdom,,29
2008-W07,Spain,,1
2008-W07,Madagascar,,6
2008-W07,New Caledonia,,0
2008-W07,Luxembourg,,54
2008-W07,El Salvador,,0
2008-W07,Cameroon,,1
2008-W07,Canada,,602
2008-W07,Argentina,,0
2008-W07,Mexico,,9
2008-W07,Peru,,2
2008-W07,Poland,,4
2008-W07,Iceland,,2
2008-W07,Cambodia,0,0
2008-W07,Australia,,2
2008-W07,Iran (Islamic Republic of),,2
2008-W07,Latvia,,42
2008-W07,Panama,,2
2008-W07,Paraguay,,0
2008-W07,Jamaica,0,1
2008-W07,Sweden,,93
2008-W07,Belgium,,98
2008-W07,Dominican Republic,,1
2008-W07,Costa Rica,,0
2008-W07,Viet Nam,,28
2008-W07,Kyrgyzstan,,7
2008-W07,Estonia,,19
2008-W07,Italy,,25
2008-W07,Czech Republic,,7
2008-W07,France,,158
2008-W07,Kenya,,11
2008-W08,China,,275
2008-W08,Russian Federation,,76
2008-W08,Tunisia,,9
2008-W08,Sri Lanka,,0
2008-W08,Ghana,0,0
2008-W08,Pakistan,0,0
2008-W08,Uganda,,0
2008-W08,Honduras,,0
2008-W08,Chile,,2
2008-W08,Kyrgyzstan,,8
2008-W08,Japan,,273
2008-W08,Switzerland,,32
2008-W08,Norway,,120
2008-W08,Luxembourg,,50
2008-W08,United Kingdom,,39
2008-W08,Mexico,,6
2008-W08,Latvia,,24
2008-W08,Czech Republic,,13
2008-W08,Morocco,,0
2008-W08,Philippines,,17
2008-W08,Serbia,,0
2008-W08,Kazakhstan,,0
2008-W08,Israel,,40
2008-W08,Finland,,7
2008-W08,Iran (Islamic Republic of),,1
2008-W08,Kenya,,6
2008-W08,Colombia,,1
2008-W08,Thailand,,40
2008-W08,United States of America,,5186
2008-W08,Egypt,,7
2008-W08,Germany,,67
2008-W08,India,,6
2008-W08,Ukraine,0,0
2008-W08,Brazil,,2
2008-W08,Senegal,,0
2008-W08,Australia,,0
2008-W08,Mongolia,,27
2008-W08,Malaysia,0,7
2008-W08,Bulgaria,,0
2008-W08,Croatia,,12
2008-W08,Estonia,,23
2008-W08,France,,138
2008-W08,South Africa,,0
2008-W08,Italy,,13
2008-W08,Panama,,0
2008-W08,Singapore,,26
2008-W08,Portugal,,6
2008-W08,Dominican Republic,,0
2008-W08,Madagascar,,2
2008-W08,New Caledonia,,0
2008-W08,El Salvador,,0
2008-W08,Viet Nam,,27
2008-W08,Cameroon,,1
2008-W08,Republic of Korea,,559
2008-W08,Belgium,,97
2008-W08,Argentina,,0
2008-W08,Greece,,15
2008-W08,Peru,,3
2008-W08,Cambodia,0,0
2008-W08,Romania,,42
2008-W08,Paraguay,,0
2008-W08,Slovenia,,3
2008-W08,Iceland,,3
2008-W08,Poland,,5
2008-W08,Canada,,759
2008-W08,Spain,,5
2008-W08,Costa Rica,,0
2008-W08,Sweden,,108
2008-W08,Jamaica,0,0
2008-W08,Denmark,,11
2008-W09,Russian Federation,,101
2008-W09,Cameroon,,0
2008-W09,Philippines,,30
2008-W09,Sri Lanka,,0
2008-W09,Ghana,0,0
2008-W09,Pakistan,0,0
2008-W09,Luxembourg,,45
2008-W09,Honduras,,0
2008-W09,Mongolia,,12
2008-W09,Uganda,,0
2008-W09,Israel,,39
2008-W09,Italy,,18
2008-W09,Kazakhstan,,1
2008-W09,Tunisia,,22
2008-W09,Jamaica,0,3
2008-W09,Slovenia,,1
2008-W09,French Guiana,,2
2008-W09,Kyrgyzstan,,9
2008-W09,Finland,,13
2008-W09,Spain,,7
2008-W09,Morocco,,0
2008-W09,Madagascar,,5
2008-W09,China,,312
2008-W09,Romania,,29
2008-W09,Norway,,81
2008-W09,Denmark,,8
2008-W09,Peru,,5
2008-W09,Serbia,,3
2008-W09,Egypt,,2
2008-W09,United Kingdom,,11
2008-W09,Senegal,,0
2008-W09,Australia,,0
2008-W09,Kenya,,1
2008-W09,Colombia,,0
2008-W09,Portugal,,8
2008-W09,Bulgaria,,0
2008-W09,Croatia,,11
2008-W09,South Africa,,0
2008-W09,Thailand,,22
2008-W09,Czech Republic,,18
2008-W09,Iceland,,8
2008-W09,Singapore,,26
2008-W09,Brazil,,0
2008-W09,Greece,,11
2008-W09,Dominican Republic,,0
2008-W09,Mexico,,10
2008-W09,Ukraine,0,28
2008-W09,Latvia,,11
2008-W09,New Caledonia,,0
2008-W09,El Salvador,,0
2008-W09,Chile,,1
2008-W09,Viet Nam,,14
2008-W09,Argentina,,0
2008-W09,Poland,,4
2008-W09,Cambodia,0,0
2008-W09,Belgium,,84
2008-W09,Iran (Islamic Republic of),,2
2008-W09,Japan,,175
2008-W09,Panama,,2
2008-W09,Paraguay,,0
2008-W09,Republic of Korea,,449
2008-W09,Malaysia,0,4
2008-W09,Sweden,,109
2008-W09,Switzerland,,42
2008-W09,Belarus,,12
2008-W09,Estonia,,22
2008-W09,India,,3
2008-W09,United States of America,,4371
2008-W09,Costa Rica,,0
2008-W09,France,,62
2008-W09,Canada,,859
2008-W09,Germany,,79
2008-W10,United Kingdom,,53
2008-W10,Malaysia,0,5
2008-W10,Germany,,52
2008-W10,Pakistan,0,0
2008-W10,Uganda,,0
2008-W10,Honduras,,0
2008-W10,Japan,,137
2008-W10,Israel,,15
2008-W10,Peru,,1
2008-W10,Greece,,24
2008-W10,Kyrgyzstan,,9
2008-W10,French Guiana,,3
2008-W10,Poland,,2
2008-W10,Portugal,,1
2008-W10,Morocco,,0
2008-W10,South Africa,,1
2008-W10,Kazakhstan,,0
2008-W10,Australia,,5
2008-W10,Finland,,7
2008-W10,Croatia,,8
2008-W10,Chile,,0
2008-W10,Norway,,59
2008-W10,Egypt,,2
2008-W10,Ukraine,0,0
2008-W10,United States of America,,3545
2008-W10,Senegal,,0
2008-W10,Ghana,0,1
2008-W10,Colombia,,0
2008-W10,Latvia,,9
2008-W10,Bulgaria,,0
2008-W10,Romania,,10
2008-W10,India,,5
2008-W10,Canada,,880
2008-W10,Costa Rica,,1
2008-W10,Iceland,,8
2008-W10,Oman,,2
2008-W10,China,,429
2008-W10,Panama,,0
2008-W10,Singapore,,27
2008-W10,Viet Nam,,22
2008-W10,Spain,,1
2008-W10,Dominican Republic,,0
2008-W10,Tunisia,,24
2008-W10,New Caledonia,,0
2008-W10,Iran (Islamic Republic of),,3
2008-W10,El Salvador,,0
2008-W10,Czech Republic,,11
2008-W10,Cameroon,,1
2008-W10,Philippines,,8
2008-W10,Argentina,,0
2008-W10,Mongolia,,13
2008-W10,Sri Lanka,,1
2008-W10,Denmark,,6
2008-W10,Cambodia,0,0
2008-W10,Brazil,,4
2008-W10,Thailand,,17
2008-W10,Italy,,4
2008-W10,Paraguay,,0
2008-W10,Slovenia,,0
2008-W10,Jamaica,0,1
2008-W10,Estonia,,26
2008-W10,Switzerland,,25
2008-W10,Republic of Korea,,324
2008-W10,Mexico,,8
2008-W10,Sweden,,100
2008-W10,Belgium,,57
2008-W10,Luxembourg,,30
2008-W10,Kenya,,4
2008-W10,France,,62
2008-W10,Russian Federation,,71
2008-W10,Madagascar,,0
2008-W11,Azerbaijan,,0
2008-W11,Belgium,,37
2008-W11,Iran (Islamic Republic of),,4
2008-W11,Cameroon,,0
2008-W11,Martinique,,1
2008-W11,Philippines,,16
2008-W11,Ghana,0,0
2008-W11,Uganda,,0
2008-W11,Honduras,,0
2008-W11,Canada,,796
2008-W11,Kyrgyzstan,,8
2008-W11,Denmark,,2
2008-W11,Switzerland,,32
2008-W11,French Guiana,,7
2008-W11,United States of America,,2544
2008-W11,Morocco,,0
2008-W11,Italy,,2
2008-W11,Bulgaria,,2
2008-W11,Belarus,,3
2008-W11,Japan,,108
2008-W11,Iceland,,9
2008-W11,Spain,,0
2008-W11,Egypt,,2
2008-W11,India,,4
2008-W11,Republic of Korea,,289
2008-W11,Ukraine,0,0
2008-W11,Norway,,63
2008-W11,Senegal,,0
2008-W11,Australia,,0
2008-W11,Colombia,,0
2008-W11,Finland,,3
2008-W11,South Africa,,0
2008-W11,Israel,,10
2008-W11,Costa Rica,,1
2008-W11,Chile,,3
2008-W11,Singapore,,30
2008-W11,Panama,,0
2008-W11,Kazakhstan,,2
2008-W11,Sweden,,72
2008-W11,Thailand,,19
2008-W11,Czech Republic,,8
2008-W11,Mongolia,,7
2008-W11,Portugal,,6
2008-W11,United Kingdom,,21
2008-W11,China,,573
2008-W11,Latvia,,11
2008-W11,Madagascar,,2
2008-W11,El Salvador,,0
2008-W11,New Caledonia,,0
2008-W11,Peru,,2
2008-W11,Argentina,,0
2008-W11,Russian Federation,,100
2008-W11,Poland,,4
2008-W11,Romania,,5
2008-W11,Sri Lanka,,1
2008-W11,Cambodia,0,0
2008-W11,Oman,,0
2008-W11,Brazil,,4
2008-W11,Croatia,,6
2008-W11,Greece,,4
2008-W11,Malaysia,0,4
2008-W11,Paraguay,,0
2008-W11,Slovenia,,0
2008-W11,Tunisia,,7
2008-W11,Kenya,,9
2008-W11,Estonia,,22
2008-W11,Mexico,,8
2008-W11,Dominican Republic,,1
2008-W11,Germany,,43
2008-W11,Pakistan,0,2
2008-W11,Uruguay,,0
2008-W11,Viet Nam,,17
2008-W11,Jamaica,0,0
2008-W11,France,,47
2008-W11,Luxembourg,,17
2008-W12,Azerbaijan,,0
2008-W12,Kenya,,2
2008-W12,United Kingdom,,34
2008-W12,Cameroon,,0
2008-W12,Sri Lanka,,0
2008-W12,Ghana,0,0
2008-W12,China,,501
2008-W12,Pakistan,0,0
2008-W12,Honduras,,0
2008-W12,Uganda,,0
2008-W12,United States of America,,1943
2008-W12,Ukraine,0,12
2008-W12,Egypt,,3
2008-W12,Israel,,5
2008-W12,French Guiana,,2
2008-W12,Malaysia,0,0
2008-W12,Madagascar,,1
2008-W12,Peru,,4
2008-W12,Morocco,,0
2008-W12,Montserrat,,2
2008-W12,Germany,,19
2008-W12,Japan,,91
2008-W12,Spain,,0
2008-W12,Mexico,,0
2008-W12,Greece,,6
2008-W12,Croatia,,5
2008-W12,Iceland,,4
2008-W12,Norway,,56
2008-W12,Kazakhstan,,5
2008-W12,Colombia,,0
2008-W12,Senegal,,0
2008-W12,Singapore,,41
2008-W12,South Africa,,0
2008-W12,Viet Nam,,22
2008-W12,France,,24
2008-W12,Mongolia,,3
2008-W12,Panama,,0
2008-W12,Denmark,,1
2008-W12,Belgium,,36
2008-W12,Portugal,,3
2008-W12,New Caledonia,,0
2008-W12,El Salvador,,0
2008-W12,Thailand,,13
2008-W12,Argentina,,0
2008-W12,Bulgaria,,1
2008-W12,Latvia,,5
2008-W12,Russian Federation,,89
2008-W12,Switzerland,,15
2008-W12,Cambodia,0,0
2008-W12,Australia,,2
2008-W12,Iran (Islamic Republic of),,2
2008-W12,Oman,,0
2008-W12,Tunisia,,3
2008-W12,Italy,,4
2008-W12,Paraguay,,0
2008-W12,Slovenia,,0
2008-W12,Canada,,891
2008-W12,Sweden,,80
2008-W12,Brazil,,1
2008-W12,Romania,,4
2008-W12,Republic of Korea,,244
2008-W12,Finland,,10
2008-W12,Uruguay,,0
2008-W12,Dominican Republic,,1
2008-W12,Costa Rica,,0
2008-W12,Philippines,,10
2008-W12,Kyrgyzstan,,7
2008-W12,Chile,,4
2008-W12,Poland,,0
2008-W12,Jamaica,0,0
2008-W12,Czech Republic,,7
2008-W12,India,,1
2008-W12,Luxembourg,,17
2008-W13,Republic of Korea,,199
2008-W13,China,,315
2008-W13,Ghana,0,0
2008-W13,Mongolia,,2
2008-W13,Brazil,,8
2008-W13,Canada,,780
2008-W13,Honduras,,0
2008-W13,Philippines,,14
2008-W13,France,,30
2008-W13,Norway,,27
2008-W13,Latvia,,7
2008-W13,Italy,,2
2008-W13,Bulgaria,,2
2008-W13,Thailand,,40
2008-W13,Iceland,,6
2008-W13,Luxembourg,,11
2008-W13,Denmark,,8
2008-W13,Romania,,3
2008-W13,Spain,,0
2008-W13,Ukraine,0,5
2008-W13,Greece,,2
2008-W13,Russian Federation,,99
2008-W13,Malaysia,0,3
2008-W13,Senegal,,0
2008-W13,Iran (Islamic Republic of),,0
2008-W13,Colombia,,0
2008-W13,Kenya,,7
2008-W13,Morocco,,1
2008-W13,Sweden,,98
2008-W13,Panama,,0
2008-W13,Kazakhstan,,2
2008-W13,Czech Republic,,8
2008-W13,Mexico,,1
2008-W13,United States of America,,1378
2008-W13,New Caledonia,,0
2008-W13,Australia,,3
2008-W13,El Salvador,,0
2008-W13,Portugal,,2
2008-W13,Cameroon,,1
2008-W13,Switzerland,,4
2008-W13,Argentina,,0
2008-W13,Peru,,3
2008-W13,Sri Lanka,,1
2008-W13,Japan,,68
2008-W13,India,,10
2008-W13,Cambodia,0,0
2008-W13,Kyrgyzstan,,6
2008-W13,Oman,,0
2008-W13,Paraguay,,0
2008-W13,Slovenia,,0
2008-W13,South Africa,,2
2008-W13,Belgium,,26
2008-W13,United Kingdom,,20
2008-W13,Uruguay,,0
2008-W13,Viet Nam,,17
2008-W13,Dominican Republic,,1
2008-W13,Costa Rica,,0
2008-W13,Germany,,18
2008-W13,Chile,,5
2008-W13,Pakistan,0,2
2008-W13,Poland,,0
2008-W13,Jamaica,0,0
2008-W13,Singapore,,45
2008-W13,Uganda,,2
2008-W13,Madagascar,,0
2008-W13,Croatia,,7
2008-W14,Cameroon,,0
2008-W14,France,,22
2008-W14,Germany,,15
2008-W14,Ghana,0,0
2008-W14,Chile,,12
2008-W14,Brazil,,8
2008-W14,Honduras,,0
2008-W14,Viet Nam,,15
2008-W14,Canada,,863
2008-W14,Luxembourg,,4
2008-W14,Latvia,,7
2008-W14,Romania,,2
2008-W14,Madagascar,,1
2008-W14,Portugal,,1
2008-W14,United States of America,,880
2008-W14,Thailand,,18
2008-W14,Pakistan,0,4
2008-W14,Kazakhstan,,0
2008-W14,Australia,,1
2008-W14,Iran (Islamic Republic of),,1
2008-W14,Spain,,0
2008-W14,Greece,,2
2008-W14,Mexico,,0
2008-W14,Philippines,,12
2008-W14,Russian Federation,,99
2008-W14,Belgium,,15
2008-W14,Japan,,48
2008-W14,Senegal,,0
2008-W14,Ukraine,0,11
2008-W14,Colombia,,0
